StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,time_consent_form_First Click,time_consent_form_Last Click,time_consent_form_Page Submit,time_consent_form_Click Count,attention_check_1,time_attention_1_First Click,time_attention_1_Last Click,time_attention_1_Page Submit,time_attention_1_Click Count,attention_check_2,time_attention_2_First Click,time_attention_2_Last Click,time_attention_2_Page Submit,time_attention_2_Click Count,time_before_reading_First Click,time_before_reading_Last Click,time_before_reading_Page Submit,time_before_reading_Click Count,time_read_round_First Click,time_read_round_Last Click,time_read_round_Page Submit,time_read_round_Click Count,time_read_precise_First Click,time_read_precise_Last Click,time_read_precise_Page Submit,time_read_precise_Click Count,time_before_recall_First Click,time_before_recall_Last Click,time_before_recall_Page Submit,time_before_recall_Click Count,recall_trap_1,time_recall_trap_First Click,time_recall_trap_Last Click,time_recall_trap_Page Submit,time_recall_trap_Click Count,recall_enroll_1,recall_enroll_2,recall_hondura_1,recall_hondura_2,recall_frick_1,recall_frick_2,time_recall_First Click,time_recall_Last Click,time_recall_Page Submit,time_recall_Click Count,time_before_calc_First Click,time_before_calc_Last Click,time_before_calc_Page Submit,time_before_calc_Click Count,calculate_enroll,calculate_hondura,calculate_frick,time_calculate_First Click,time_calculate_Last Click,time_calculate_Page Submit,time_calculate_Click Count,condition,workerId,assignmentId,hitId,random_verification_code,fail_first_attention,fail_second_attention
7/25/21 16:05,7/25/21 16:08,100,167,TRUE,7/25/21 16:08,R_30rfjOnb0E7olCV,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/b8da1a0870000000,0,0,5.175,0,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",4.275,60.522,62.472,6,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",5.874,7.962,11.736,3,0,0,1.22,0,,,,,0,0,6.476,0,0,0,2.743,0,39000000,0.89,0.89,21.444,1,4500,8600,200000,20000,4500,2200,1.617,13.08,21.783,3,0,0,1.1,0,50,180000,50,1.112,1.112,24.058,1,precise,,,,197778,1,1
7/25/21 16:17,7/25/21 16:19,100,165,TRUE,7/25/21 16:19,R_BXvIJcV687zAI6t,,,,,anonymous,EN,1,projects/513998946275/assessments/b58cfa0870000000,0,0,1.864,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",11.602,17.483,18.462,5,,,,,,0,0,1.242,0,0,0,45.225,0,,,,,0,0,2.922,0,39000000,2.453,2.453,10.433,1,30000,40000,300000,500000,10000,1000,3.284,30.751,34.611,7,0,0,3.639,0,80,70,10,4.526,35.799,37.801,3,round,,,,141191,,
7/25/21 16:16,7/25/21 16:22,100,377,TRUE,7/25/21 16:22,R_2RQHthJgrQGo3rq,,,,,anonymous,EN,1,projects/513998946275/assessments/87da060870000000,0,0,4.523,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",13.356,28.813,30.064,4,,,,,,0,0,1.568,0,,,,,116.108,116.108,149.711,1,0,0,6.258,0,39000000,1.243,6.763,22.057,2,42000,36000,256000,425000,42000,1000,6.553,63.857,69.065,6,0,0,8.123,0,65,200000,10,5.294,68.095,72.257,7,precise,,,,170757,,
7/25/21 16:18,7/25/21 16:23,100,305,TRUE,7/25/21 16:23,R_2X6GuCnseTO9eyK,,,,,anonymous,EN,1,projects/513998946275/assessments/e80ee0c1c8000000,3.277,3.277,5.091,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",14.1,24.801,25.85,4,,,,,,0,0,1.641,0,,,,,23.074,102.873,105.346,7,0,0,2.635,0,39721000,7.801,7.801,16.983,1,21452,41510,287300,487400,40372,3752,5.427,62.382,68.801,16,0,0,3.075,0,50,225000,4,10.502,57.502,65.215,7,precise,,,,175548,,
7/25/21 16:27,7/25/21 16:34,100,411,TRUE,7/25/21 16:34,R_3lAm7AS68FCdszm,,,,,anonymous,EN,1,projects/513998946275/assessments/5dc1a60870000000,0,0,7.529,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.421,21.927,24.005,5,,,,,,1.385,1.385,2.937,1,,,,,78.588,111.48,111.903,5,0,0,3.035,0,40000000,28.825,32.332,34.527,4,20000,40000,200000,400000,20000,3000,3.909,50.841,78.061,11,0,0,77.768,0,50,150,5,3.695,12.143,62.167,3,precise,,,,191661,,
7/25/21 16:34,7/25/21 16:41,100,427,TRUE,7/25/21 16:41,R_1f6ZRk0KCaMTXx3,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/322b960870000000,0,0,5.782,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",37.248,51.57,56.456,4,,,,,,0,0,41.161,0,0,0,118.781,0,,,,,0,0,11.553,0,39000000,18.388,30.777,35.776,2,30000,40000,300000,600000,40000,4000,2.625,65.12,65.438,7,0,0,2.656,0,75,300000,10,4.124,57.801,71.077,4,round,,,,162090,,
7/25/21 16:40,7/25/21 16:45,100,320,TRUE,7/25/21 16:45,R_1N2eeriPMyFh1Z0,,,,,anonymous,EN,1,projects/513998946275/assessments/f03f24c1c8000000,0,0,19.328,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",23.245,41.032,48.565,4,,,,,,0,0,1.832,0,,,,,0,0,112.378,0,0,0,4.819,0,38000000,7.362,7.362,20.713,1,28000,42000,267000,355000,40000,3972,10.734,45.603,62.511,3,0,0,4.185,0,61,110000,9,4.261,22.888,33.982,3,precise,,,,165883,,
7/25/21 16:44,7/25/21 16:49,100,303,TRUE,7/25/21 16:49,R_3D2cJiPOjDYsYJW,,,,,anonymous,EN,1,projects/513998946275/assessments/fa0594c1c8000000,2.575,14.421,15.484,11,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",7.484,18.883,21.274,4,,,,,,0,0,1.7,0,,,,,19.152,82.646,99.339,8,0,0,2.892,0,39000000,6.079,6.079,13.559,1,28000,48000,282000,475000,40000,3700,5.011,66.53,67.032,19,0,0,2.797,0,50,200000,8,13.109,63.4,67.106,7,precise,,,,131644,,
7/25/21 16:31,7/25/21 16:49,100,1069,TRUE,7/25/21 16:49,R_06uTJjO0MqP93YR,,,,,anonymous,EN,1,projects/513998946275/assessments/ed5878c1c8000000,0,0,33.105,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",40.724,70.195,72.354,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",6.264,60.985,62.3,4,0,0,3.358,0,,,,,0,0,458.004,0,8.772,8.772,9.478,1,39613493,47.948,97.602,108.482,3,28752,41282,282852,487745,40108,3792,14.047,80.395,90.36,6,0,0,7.075,0,65,52,10,3.333,138.034,165.336,3,precise,,,,182949,1,
7/25/21 16:44,7/25/21 16:52,100,475,TRUE,7/25/21 16:52,R_3p6aqBuhAp1gZsZ,,,,,anonymous,EN,1,projects/513998946275/assessments/a792f60870000000,0,0,29.655,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",19.459,35.746,45.286,5,,,,,,0,0,4.194,0,,,,,0,0,147.17,0,0,0,12.958,0,39000000,9.496,9.496,27.168,1,28000,471000,200000,470000,40000,3700,11.212,67.687,77.126,7,0,0,9.487,0,8,250000,9,16.782,97.751,111.71,4,precise,,,,136712,,
7/25/21 16:46,7/25/21 16:52,100,378,TRUE,7/25/21 16:52,R_08OylTdWNAHTy0N,,,,,anonymous,EN,1,projects/513998946275/assessments/bac2f60870000000,23.384,23.384,24.513,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to work from information in my head and not record or write down any information I see",9.858,13.47,18.289,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",5.965,35.452,37.646,9,0,0,11.638,0,,,,,5.429,61.842,82.544,3,0,0,5.134,0,34200000,2.254,2.254,10.935,1,23000,41000,278000,479000,1600,400,4.271,73.143,74.265,12,0,0,11.888,0,55,50,60,3.734,73.842,90.3,5,precise,,,,174604,1,
7/25/21 16:52,7/25/21 16:57,100,337,TRUE,7/25/21 16:57,R_3M6eb9HHQ9tVRAK,,,,,anonymous,EN,1,projects/513998946275/assessments/8e234e0870000000,0,0,17.2,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",5.311,28.388,31.712,6,,,,,,0,0,8.266,0,,,,,47.855,49.426,89.578,2,0,0,10.155,0,38965000,6.268,6.268,31.529,1,28800,41000,282000,487000,40000,3700,6.992,70.267,76.41,7,0,0,4.519,0,75,200000,10,8.737,48.778,59.729,3,precise,,,,145067,,
7/25/21 16:54,7/25/21 16:59,100,263,TRUE,7/25/21 16:59,R_1FzzVw1mssZ7F2A,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/3e18ce0870000000,0,0,54.094,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",9.101,24.261,25.977,4,,,,,,0,0,1.947,0,,,,,0,0,84.147,0,0,0,3.225,0,34000000,2.838,2.838,14.947,1,28000,41000,25000,300000,1000,300,4.413,29.588,36.2,4,0,0,5.127,0,55,200000,30,3.323,24.655,28.275,3,precise,,,,107314,,
7/25/21 16:54,7/25/21 16:59,100,348,TRUE,7/25/21 17:00,R_3pfjIYeqDAyoyNR,,,,,anonymous,EN,1,projects/513998946275/assessments/04734e0870000000,0,0,21.448,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.036,24.038,25.584,5,,,,,,0,0,3.322,0,,,,,0,0,111.833,0,0,0,10.422,0,379000000,13.002,13.002,25.65,1,28000,47000,278000,4790004,49,3,8.823,55.791,60.414,7,0,0,4.123,0,50,250000,5,7.191,61.509,68.864,3,precise,,,,179507,,
7/25/21 16:54,7/25/21 17:03,100,535,TRUE,7/25/21 17:03,R_4OWa85JfVQm6ByN,,,,,anonymous,EN,1,projects/513998946275/assessments/d751ce0870000000,0,0,116.584,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",12.772,18.832,26.81,4,,,,,,0,0,5.039,0,0,0,154.879,0,,,,,0,0,5.016,0,3900000,19.405,19.405,44.245,1,30000,40000,300000,500000,40000,4000,14.446,66.776,75.207,6,0,0,6.461,0,75,200000,10,6.704,39.12,91.967,3,round,,,,185066,,
7/25/21 17:02,7/25/21 17:04,100,151,TRUE,7/25/21 17:04,R_2B33OzYF5wbEmlW,,,,,anonymous,EN,1,projects/513998946275/assessments/112f3cc1c8000000,0,0,4.672,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",11.709,24.901,28.214,4,,,,,,0,0,2.753,0,,,,,0,0,21.109,0,0,0,3.944,0,300000000,5.454,5.454,20.919,1,28000,64000,24000,56000,100,234,6.021,34.101,37.526,6,0,0,1.86,0,45,1000,60,7.235,17.424,20.23,3,precise,,,,184196,,
7/25/21 16:56,7/25/21 17:05,100,518,TRUE,7/25/21 17:05,R_2ru9NAL5LPkVV5A,,,,,anonymous,EN,1,projects/513998946275/assessments/88032e0870000000,0,0,5.342,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",22.892,38.35,44.168,4,,,,,,0,0,5.431,0,,,,,33.252,181.456,182.512,9,0,0,8.985,0,39000000,12.093,45.392,55.363,2,28000,40000,28000,48000,40000,3000,23.656,101.508,103.132,7,0,0,10.193,0,70,55,7,10.414,90.09,95.541,4,precise,,,,181792,,
7/25/21 17:00,7/25/21 17:10,100,600,TRUE,7/25/21 17:10,R_80V9WiwCxErT053,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/02936e0870000000,0,0,370.043,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",11.076,21.665,23.06,5,,,,,,0,0,3.053,0,0,0,81.92,0,,,,,0,0,3.743,0,39000000,7.695,7.695,23.197,1,30000,40000,300000,500000,40000,4000,5.434,37.227,38.321,7,0,0,6.045,0,75,200000,10,11.214,38.705,41.8,3,round,,,,192224,,
7/25/21 17:08,7/25/21 17:12,100,244,TRUE,7/25/21 17:12,R_3JxTpimpNvKl6ia,,,,,anonymous,EN,1,projects/513998946275/assessments/bb7e9e0870000000,0,0,2.58,0,"I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",16.841,21.541,22.434,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",3.244,19.636,20.504,4,0,0,1.084,0,0,0,70.291,0,,,,,0,0,2.989,0,39436231,12.664,12.664,20.688,1,30000,40000,300000,400000,40000,4000,9.918,43.539,51.103,3,0,0,2.406,0,75,100,10,2.967,38.099,40.968,3,round,,,,160586,1,
7/25/21 17:13,7/25/21 17:17,100,221,TRUE,7/25/21 17:17,R_231Ujpn2p3bI3aE,,,,,anonymous,EN,1,projects/513998946275/assessments/7976d2c1c8000000,0,0,3.152,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",23.497,38.369,40.407,4,,,,,,0,0,3.913,0,0,0,23.902,0,,,,,0,0,5.893,0,50000000,25.889,25.889,34.853,1,30000,30000,3000000,2000000,2000,1000,10.3,67.628,72.114,6,0,0,2.011,0,10,100000,8,6.471,19.576,23.75,3,round,,,,197999,,
7/25/21 17:09,7/25/21 17:19,100,641,TRUE,7/25/21 17:19,R_UVZCZ3VURdZwOpH,,,,,anonymous,EN,1,projects/513998946275/assessments/d8db92c1c8000000,0,0,23.876,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",23.789,34.501,38.277,4,,,,,,0,0,6.018,0,,,,,0,0,172.558,0,0,0,10.154,0,39163691,30.645,30.645,87.381,1,28000,48280,28000,48000,49000,3961,26.762,152.943,164.065,6,0,0,16.284,0,50,3000,40,15.901,93.901,109.301,3,precise,,,,138652,,
7/25/21 17:20,7/25/21 17:23,100,211,TRUE,7/25/21 17:23,R_XTw5LHvXsEW0it3,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/3f41010870000000,0,0,15.166,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",6.055,22.277,23.977,5,,,,,,0,0,0.951,0,,,,,0,0,43.255,0,0,0,2.426,0,1200000,1.584,1.584,20.661,1,200000,400000,2180000,4000000,3900,2750,7.317,62.253,69.165,10,0,0,3.097,0,12,2000000,20,1.434,18.531,23.872,5,precise,,,,123258,,
7/25/21 17:21,7/25/21 17:28,100,436,TRUE,7/25/21 17:28,R_3kmI2TW27DsrvRO,,,,,anonymous,EN,1,projects/513998946275/assessments/a998810870000000,0,0,11.182,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",14.762,32.787,37.582,4,,,,,,0,0,3.475,0,,,,,0,0,119.159,0,0,0,7.796,0,42300000,9.61,54.209,70.047,2,28546,42500,242000,438000,3200,1000,18.41,85.036,103.007,6,0,0,8.496,0,60,201500,30,4.527,53.554,63.121,4,precise,,,,167965,,
7/25/21 17:21,7/25/21 17:30,100,498,TRUE,7/25/21 17:30,R_vGBZ3hkkL00i58Z,,,,,anonymous,EN,1,projects/513998946275/assessments/231d6ac1c8000000,0,0,21.421,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",7.186,42.329,47.978,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to work from information in my head and not record or write down any information I see",2.573,8.471,9.996,4,0,0,8.944,0,,,,,0,0,164.271,0,0,0,9.291,0,345456857,12.671,12.671,28.679,1,28000,48000,23000,45000,450000,3000,9.117,68.349,72.429,8,0,0,9.66,0,50,46000,3,10.765,109.484,113.58,5,precise,,,,119399,1,1
7/25/21 17:27,7/25/21 17:32,100,351,TRUE,7/25/21 17:32,R_1EXJxkaf0nc5Kf4,,,,,anonymous,EN,1,projects/513998946275/assessments/d92cc10870000000,3.977,5.98,7.259,5,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",16.198,28.783,31.909,6,,,,,,0,0,2.808,0,28.936,72.625,111.049,9,,,,,0,0,6.238,0,5000000,11.013,60.536,60.554,4,300000,400000,300000,500000,4000,400,0.82,81.213,84.465,18,5.7,5.7,5.706,1,75,40,10,2.338,22.8,28.559,6,round,,,,157880,,
7/25/21 17:28,7/25/21 17:32,100,280,TRUE,7/25/21 17:32,R_337ObJuIgEdc6Ze,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/7942210870000000,0,0,20.394,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",23.501,42.62,45.397,6,,,,,,0,0,2.092,0,,,,,0,0,78.354,0,0,0,4.798,0,39000000,5.862,5.862,22.488,1,29000,48000,26000,47000,39000,3900,11.109,44.942,47.818,9,0,0,4.036,0,50,21000,10,4.079,36.476,46.164,3,precise,,,,197683,,
